name,discount_price,price,description,discount %
"Asus Zenbook Duo OLED UX8406MA-PZ044W - Dual 14"" Touchscreen - Core Ultra 7 155H - 16GB Ram - 1TB SSD - Intel ARC Graphics","$1,600.00","$1,850.00","Specifications: Processor: Intel® Core™ Ultra 7 Processor 155H 1.4 GHz (24MB Cache, up to 4.8 GHz, 16 cores, 22 Threads); Intel® AI Boost NPU.  Memory: 16GB LPDDR5X on board.  Storage: 1TB M.2 NVMe™ PCIe® 4.0 SSD.  Display: Dual 14.0-inch, 3K (2880 x 1800) OLED...",-14%
HP ProBook 450 G10 85D06EA - 15.6 Inch - Core I7-1355U - 8GB Ram - 512GB SSD - Intel UHD Graphics,$740.00,$800.00,"Specifications: Processor: Intel® Core™ i7-1355U (up to 5.0 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 10 cores, 12 threads). Memory: 8 GB DDR4-3200 MHz RAM (1 x 8 GB).  Storage: 512 GB PCIe® NVMe™ SSD.  Display:  15.6"" diagonal, FHD (1920 x 1080),...",-8%
"Asus VivoBook 15 X1502ZA-EJ1429 - 15.6"" - Core I7-12700H - 8GB Ram - 512GB SSD - Intel Iris Xe",$590.00,$670.00,"Specifications: Processor: Intel® Core™ i7-12700H Processor 2.3 GHz (24M Cache, up to 4.7 GHz, 6P+8E cores). Memory: 8GB DDR4 RAM.  Storage: 512GB M.2 NVMe™ PCIe® 3.0 SSD.  Display: 15.6"" FHD (1920 x 1080) 16:9 aspect ratio, LED Backlit, 60Hz, 220nits, 45% NTSC color gamut, Anti-glare...",-12%
"HP Spectre X360 14-EF2000 9R4T2U8R#ABA - 13.5"" Touchscreen - Core I7-1355U - 32GB Ram - 512GB SSD - Intel Iris Xe",$999.00,"$1,200.00","Specifications: Processor: Intel® Core™ i7-1355U (up to 5.0 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 10 cores, 12 threads).  Memory: 32GB LPDDR4x-4266 MHz RAM.  Storage: 512GB PCIe® Gen4 NVMe™ TLC M.2 SSD.  Display: 13.5"" diagonal, WUXGA+ (1920 x 1280), multitouch-enabled, IPS, edge-to-edge glass,...",-17%
"Microsoft Surface Pro (5th Gen) FJS-00001 - 12.3"" Touchscreen - Intel Core M3-7Y30 - 4GB Ram - 128GB SSD - Intel HD Graphics 615",$450.00,$550.00,"Specifications: Processor: Intel® Core M3-7Y30.  Memory: 4GB RAM.  Storage: 128GB SSD.  Display: 12.3” PixelSense™ Display, Resolution: 2736 x 1824 (267 PPI), Aspect Ratio: 3:2, Touch: 10 point multi-touch.  Graphics: Intel® HD Graphics 615.  Ports: 1 x Full-size USB 3.0.  microSDXC card reader.  Surface Connect. ...",-18%
"Microsoft Surface Pro 9 QLQ-00001 - 13"" Touchscreen - Core I7-1265U - 32GB Ram - 1TB SSD - Intel Iris Xe - Accessories Sold Separately","$2,200.00","$2,650.00","Specifications: Processor: Intel Core i7-1265U.  Memory: 32GB LPDDR5 RAM.  Storage: 1TB NVMe SSD.  Display: 13"" PixelSense Flow 10-Point Touchscreen.  Graphics: Integrated Intel Iris Xe Graphics.  Ports: 4 x Type-C Thunderbolt.  OS: Windows 11 Pro.  Color: Platinum. ",-17%
"Lenovo ThinkPad T14 Gen 4 21HD002BUS - 14"" Touchscreen - Core I7-1355U - 16GB Ram - 512GB SSD - Intel Iris Xe","$1,300.00","$1,500.00","Specifications: Processor: Intel Core i7-1355U, 10C (2P + 8E) / 12T, P-core 1.7 / 5.0GHz, E-core 1.2 / 3.7GHz, 12MB.  Memory: 16GB Soldered DDR5-5200.  Storage: 512GB SSD M.2 2280 PCIe® 4.0x4 NVMe® Opal 2.0.  Display: 14"" WUXGA (1920x1200) IPS 300nits Anti-glare, 45% NTSC, Touch. ...",-13%
Lenovo Thinkpad X1 Extreme G5 - 16 Inch - Core I9-12900H - 32GB Ram - 1TB SSD - RTX 3080Ti 16GB,"$2,299.00","$2,800.00","Specifications: Processor: Powered by Intel® Core™ i9-12900H 2.5GHz processor.  Memory: 32GB DDR4 RAM for lightning-fast multitasking.  Storage: 1TB SSD for large file storage needs.  Display: 16"" display with 2560x1600 resolution.  Graphics: NVIDIA® RTX 3080 Ti 16GB dedicated graphics.  Ports: 2 USB-A 3.2 Gen 1...",-18%
Lenovo ThinkPad T15G G2 - 15.6 Inch - Core I7-11850H - 16GB Ram - 512GB SSD - RTX 3080 16GB,"$1,499.00","$2,000.00","Specifications: Processor:  Core™ i7-11850H 2.5GHz .  Memory: 16GB RAM.  Storage: 512GB SSD.  Display: 15.6"" FHD (1920x1080) IPS 500nits Anti-glare, 72% Gamut,   Dolby Vision, HDR.  Graphics: NVIDIA® RTX™ 3080 16GB.  Ports: 2x USB 3.2 Gen 1 (one Always On)    .  1x Ethernet (RJ-45).  1x USB-C 3.2 Gen...",-25%
"Dell Mobile Precision 3581 PRE0158210-R0023665-SA - 15.6"" - Core I7-13800H - 64GB Ram - 2TB SSD - RTX A500 4GB","$1,450.00","$1,550.00","Specifications: Processor: Intel® Core™ i7-13800H, vPro® Enterprise (24MB Cache, 14 Cores, 20 Threads, 2.5-5.2 GHz Turbo, 45W) Memory: 64GB, 2x32GB 5200MT/s SODIMM, DDR5, non-ECC.  Storage: 2TB SSD.  Display: 15.6"" FHD (1920x1080).  Graphics: NVIDIA® RTX A500 4GB.  Ports: 1 RJ-45 Ethernet port 1 USB 3.2 Gen 1...",-6%
Lenovo ThinkPad P14S G1 20S40023CA - 14 Inch - Core I7-10510U - 16GB Ram - 512GB SSD - NVIDIA Quadro P520 2GB,$650.00,"$1,100.00","Specifications: Processor: Intel Core i7-10510U (4C / 8T, 1.8 / 4.9GHz, 8MB).  Memory: 16GB Onboard DDR4-2666 non-ECC.  Storage: 512GB SSD M.2 2280 PCIe NVMe Opal2.  Display: 14"" FHD (1920x1080) IPS 250nits Anti-glare, 45% Gamut.  Graphics: NVIDIA Quadro P520 2GB GDDR5.  Ports: 2x USB 3.2...",-41%
HP ZBOOK Firefly G8 - 14 Inch - Core I5-1145G7 - 16GB Ram - 256GB SSD - NVIDIA T500 4GB,$650.00,$850.00,"Specifications: Processor: Intel® Core™ i5-1145G7 (2.6 GHz base frequency, up to 4.4 GHz with Intel® Turbo Boost Technology, 8 MB L3 cache, 4 cores, 8 threads).  Memory: 16 GB DDR4-3200 MH.  Storage: 256 GB PCIe® NVMe™ TLC SSD.  Display: 14"" diagonal, FHD (1920 x...",-24%
Microsoft Surface Laptop 5 RKL-00001 - 15 Inch - Core I7-1255U - 32GB Ram - 1TB SSD - Intel Iris Xe Graphics,"$2,000.00","$2,200.00","Specifications: Processor:  Intel Core i7-1255U (12th Gen) Up to 4.7 GHz Performance Dual-Core, Up to 3.5 GHz Efficiency 8-Core, 12 MB cache.  Memory: 32GB DDR5.  Storage:  1 TB M.2 NVMe PCIe.  Display: 15"" 2496 x 1664 PixelSense Touchscreen.  Graphics: Intel Iris Xe Graphics.  Ports: 1 x USB-A 3.0 /...",-9%
"Microsoft Surface Laptop Studio 2 Z3G-00001 - 14.4"" Touchscreen - Core I7-13700H - 64GB Ram - 2TB SSD - RTX 4060 8GB","$3,700.00","$3,999.00","Specifications: Processor: 13th Gen® Core™ i7-13700H Processor, Built on the Intel® Evo™ platform. Memory: 64GB LPDDR5x RAM.  Storage:  2TB Gen 4 SSD.  Display: Touchscreen: 14.4” PixelSense™ Flow Display, Resolution: 2400 x 1600 (200 PPI) , Refresh rate: up to 120Hz , Aspect ratio: 3:2, Contrast ratio: 1500:1, Color profile: sRGB...",-7%
"Sony VAIO FE14 VWNC51427 - 14.1"" - Core I5-1235U - 8GB Ram - 512GB SSD - Intel Iris Xe - Black",$560.00,$630.00,"Specifications: Processor: 12th Gen Intel Core i5-1235U Processor (2.40 GHz, up to 4.20 GHz, 12M Cache).  Memory: 8 GB LPDDR4x 4266 MHz.  Storage: 512GB PCIe SSD.  Display: 14.1” LCD IPS FHD Display, (1920 x 1080), Narrow-Bezel.  Graphics: Intel Iris Xe.  Ports: 1 x Full HDMI...",-11%
HP 250 G9 6S6V4EA - 15.6 Inch - Core I7-1255U - 8GB Ram - 512GB SSD - Intel UHD Graphics,$635.00,$715.00,"  Specifications: Processor: Intel® Core™ i7-1255U (up to 4.4 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 10.  Memory: 8 GB DDR4-3200 MHz RAM (1 x 8 GB).  Storage: 512 GB PCIe® NVMe™ SSD.  Display: 15.6"" diagonal, FHD (1920 x 1080), SVA, narrow bezel,...",-11%
"Acer Aspire A515-58GM-56TV - 15.6"" - Core I5-1335U - 8GB Ram - 512GB SSD - RTX 2050 4GB",$655.00,$730.00,"Specifications: Processor: Intel® Core™ i5-1335U.  Memory: 8GB DDR4 SDRAM.  Storage: 512GB SSD PCIe® NVMe®.  Display: 15.6"" Full HD 1920 x 1080 pixels.  Graphics: NVIDIA® GeForce RTX™ 2050 4GB.  Ports: 1x USB Type-C Thunderbolt™ 4 + support for charging).  2x USB Type A.  HDMI.  OS: DOS.  Color: Steel Gray. ",-10%
"Acer Aspire A515-58GM-77HH - 15.6"" - Core I7-1355U - 8GB Ram - 512GB SSD - RTX 2050 4GB",$760.00,$950.00,"Specifications: Processor: Intel® Core™ i7-1355U Up to 5.0 GHz Deca-core (10 Core™).  Memory: 8GB DDR4 SDRAM.  Storage: 512GB SSD PCIe® NVMe®.  Display: 15.6"" Full HD 1920 x 1080 pixels.  Graphics: NVIDIA® GeForce RTX™ 2050 4GB.  Ports: 1x USB Type-C Thunderbolt™ 4 + support for charging).  2x USB Type A. ...",-20%
Microsoft Surface Pro 9 QIY-00007 - 13 Inch - Core I7-1255U - 16GB Ram - 512GB SSD - Intel Iris Xe,"$1,500.00","$1,900.00","Specifications: Processor: Intel Core i7-1255U 10-Core.  Memory: 16GB LPDDR5 RAM.  Storage: 512GB NVMe SSD.  Display: 13"" PixelSense Flow 10-Point Touchscreen.  Graphics: Integrated Intel Iris Xe Graphics.  Ports: 4 x Type-C Thunderbolt.  OS: Windows 11.  Color: Platinum.  Microsoft Surface Keyboard And Pen are sold separately ",-21%
"DELL XPS 15 9530 - 15.6"" - Core I9-13900H - 32GB Ram - 1TB SSD - RTX 4070 8GB","$2,550.00","$3,200.00","Specifications: Processor: 13th Gen Intel® Core™ i9-13900H (24 MB cache, 14 cores, up to 5.40 GHz Turbo).  Memory: 32 GB, 2 x 16 GB, DDR5, 4800 MT/s.  Storage: 1 TB, M.2, PCIe NVMe, SSD.  Display: 15.6"", 3.5K 3456x2160, 60Hz, OLED, Touch, Anti-Reflect, 400 nit,...",-20%
"MSI Prestige 14 H B13UCX - 14"" - Core I7-1360P - 16GB Ram - 1TB SSD - RTX 2050 4GB","$1,195.00","$1,500.00","Specifications: Processor: 13th Generation Intel Core i7-1360P Up To 5GHz.  Memory: 16GB LPDDR5-4800 RAM.  Storage: 1TB NVMe PCIe Gen4. Display: 14"" 16:10 FHD+ (1920x1200), 100% sRGB(Typical), 400nits, Lower Power, IPS-Level panel.  Graphics: RTX 2050, GDDR6 4GB.  Ports 2x Type-C (USB / DP / Thunderbolt™ 4) with PD...",-20%
HP ProBook 450 G9 5Y3T5EA - 15.6 Inch - Core I7-1255U - 16GB Ram - 512GB SSD - MX570 2GB,$790.00,$925.00,"Specifications: Processor: Intel® Core™ i7-1255U (up to 4.7 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 10 cores, 12 threads).  Memory: 16GB Ram.  Storage: 512GB PCIe® NVMe™ TLC SSD.  Display:  15.6"" diagonal, FHD (1920 x 1080), IPS, narrow bezel, anti-glare, 250 nits, 45% NTSC. ...",-15%
HP ProBook 440 G9 5Y3R5EA - 14 Inch- Core I7-1255U - 8GB Ram - 512GB SSD - Intel Iris Xe,$790.00,$865.00,"Specifications: Processor: Intel® Core™ i7-1255U (up to 4.7 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 10 cores, 12 threads).  Memory: 8GB Ram.  Storage: 512 GB SSD PCIe® NVMe™ M.2 SSD.  Display:  14″ diagonal, FHD (1920 x 1080), IPS, narrow bezel, anti-glare, 250...",-9%
HP ProBook 450 G9 5Y3T8EA - 15 Inch - Core I5-1235U - 8GB Ram - 512GB SSD - MX570 2GB,$750.00,$850.00,"Specifications: Processor: Intel® Core™ i5-1235U (up to 4.4 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 10 cores, 12 threads) 1 2.  Memory: 8 GB DDR4-3200 MHz RAM (1 x 8 GB) Storage: 512GB PCIe® NVMe™ TLC SSD Display:  15.6"" diagonal, FHD (1920...",-12%
HP Chromebook 14A - 14 Inch - Celeron N4500 - 4GB Ram - 128GB SSD - Intel UHD Graphics,$300.00,$350.00,"Specifications: Processor: Intel® Celeron® N4500 (up to 2.8 GHz burst frequency, 4 MB L3 cache, 2 cores, 2 threads).  Memory:  4 GB LPDDR4x-2933 MHz RAM (onboard).  Storage: 128 GB eMMC.  Display:  14"" diagonal, FHD (1920 x 1080), IPS, micro-edge, anti-glare, 250 nits, 45% NTSC. ...",-14%
Asus VivoBook D415DA-BV589 – 14 Inch - Ryzen 3 - 4GB - 256GB - AMD Radeon Graphics,$365.00,$450.00,"  Specifications: Processor: AMD Ryzen™ 3 3250U Processor.  Memory: 4GB DDR4 on board.  Storage: 256GB M.2 NVMe™ PCIe® 3.0 SSD.  Display: 14.0-inch, HD (1366 x 768) 16:9.  Graphics: AMD Radeon™ Graphics.  Ports:  1x USB 3.2 Gen 1 Type-A.  1x USB 3.2 Gen 1 Type-C.  2x USB 2.0 Type-A.  1x...",-19%
Asus E510KA-EJ069T - 15.6 Inch - Celeron 4500 - 4GB Ram - 128GB EMMC + 256GB SSD - Intel HD Graphics,$325.00,$450.00,"  Specifications: Processor: Celeron 4500.  Memory: 4GB Ram.  Storage: 256GB NVMe SSD + 128GB eMMC.  Display: 15.6-inch, FHD (1920 x 1080).  Graphics: Intel HD Graphics.  Ports: 1x USB 2.0 Type-A.  1x USB 3.2 Gen 1 Type-A. 1x USB 3.2 Gen 1 Type-C.  1x HDMI 1.4. ...",-28%
Asus X415MA-BV373 - 14 Inch - Celeron 4020 - 4GB Ram - 256GB SSD - Intel HD Graphics,$280.00,$350.00,"  Specifications: Processor: Celeron 4020.  Memory: 4GB Ram.  Storage: 256GB NVMe SSD.  Display: 14"" HD.  Graphics: Intel HD Graphics.  Ports: 1x USB3.  1x USBC.  2x USB2 .  OS: DOS.  Color: Black. ",-20%
Acer Aspire A315-35-C0L4 - 15.6 Inch - Celeron N4500 - 4GB Ram - 1TB HDD - Intel HD Graphics,$250.00,$350.00,"  Specifications: Processor: Celeron N4500.  Memory: 4GB Ram.  Storage: 1TB HDD.  Display: 15.6"" FHD Comfyview.  Graphics: Intel® HD Graphics.  Ports: HDMI: Yes.  Number of HDMI Outputs: 1.  Number of USB 2.0 Ports: 1.  Number of USB 3.2 Gen 1 Type-A Ports: 2.  Total Number of USB Ports: 3. ...",-29%
Acer TMP215 TravelMate TMP215-53G-53ZU – 15.6 Inch - Core I5-1135G7 - 8GB Ram - 1TB HDD - MX330 2GB DDR5,$520.00,$580.00,"  Specifications: Processor: Core i5-1135G7, 2.40 GHz, Quad-core (4 Core™), 11th Gen.  Memory: 8GB Ram DDR4.  Storage: 1TB HDD.  Display: 15.6"", LCD, LED, 1920 x 1080.  Graphics: MX 330  2GB DDR5.  Ports: HDMI: Yes.  Number of HDMI Outputs: 1.  VGA: Yes.  Number of USB 3.2 Gen 1 Type-A Ports:...",-10%
Asus E210MA-GJ116 - 11.6 Inch - Celeron N4020 - 4GB Ram - 256GB SSD - Intel HD Graphics,$250.00,$350.00,"  Specifications: Processor:  Intel® Celeron® N4020 Processor 1.1 GHz (4M Cache, up to 2.8 GHz, 2 cores).  Memory:  4GB LPDDR4 on board.  Storage:  256GB M.2 NVMe™ PCIe® 3.0 SSD.  Display:  11.6-inch, HD (1366 x 768) 16:9 aspect ratio, LED Backlit, 60Hz refresh rate, 200nits, 45%...",-29%
Asus X543MA-GQ1012 - 15.6 Inch - Celeron N4020 - 4GB Ram - 1TB HDD - Intel HD Graphics,$205.00,$300.00,"Specifications: Processor:  Intel® Celeron® N4020 Processor 1.1 GHz (4M Cache, up to 2.8 GHz, 2 cores).  Memory:  4GB LPDDR4 on board.  Storage:  1TB SATA 5400RPM 2.5"" HDD.  Display:  15.6-inch, HD (1366 x 768) 16:9 aspect ratio, LED Backlit, 60Hz refresh rate, 200nits.  Graphics:  Intel®...",-32%
HP 250 G9 6S797EA - 15.6 Inch - Core I3-1215U - 8GB Ram - 256GB SSD - Intel UHD Graphics,$390.00,$460.00,"Specifications: Processor:  Intel® Core™ i3-1215U (up to 4.4 GHz with Intel® Turbo Boost Technology, 10 MB L3 cache, 6 cores, 8 threads).  Memory: 8 GB DDR4-3200 MHz RAM (1 x 8 GB).  Storage: 256 GB PCIe® NVMe™ SSD.  Display: 15.6"" diagonal, FHD (1920 x 1080), SVA,...",-15%
Lenovo Thinkpad Z16 G1 21D4000JUS - 16-Inch Touchscreen - Ryzen 7 PRO 6850H - 16GB Ram - 512GB SSD - Radeon RX 6500M 4GB,"$1,400.00","$1,500.00","Specifications: Processor: AMD Ryzen™ 7 PRO 6850H Processor (3.20 GHz up to 4.70 GHz).  Memory:  16GB Soldered LPDDR5-6400.  Storage: 512GB  SSD M.2 2280 PCIe® 4.0x4 Performance NVMe® Opal 2.0.  Display: 16"" WUXGA (1920 x 1200), IPS, Anti-Reflection/Anti-Smudge, Touch, 100%sRGB, 400 nits, 60Hz, Low Power,...",-7%
Dell Inspiron 15 3520 - 15.6 Inch Touchscreen - Core I7-1255U - 16GB Ram - 512GB SSD - Intel Iris Xe,$750.00,"$1,100.00",Specifications:  Processor: Core i7-1255U 1.7GHz.  Memory: 16GB Ram.  Storage: 512GB SSD.  Display: 15.6″ FHD (1920×1080) Touchscreen.  Graphics: Intel Iris Xe.  Ports USB Type-C 3.2 Gen2 with DisplayPort alt mode/Power Delivery.  2 USB 3.2 Gen 1 Type-A port.  1 USB 2.0 port.  1 HDMI 1.4a...,-32%
Lenovo ThinkPad L13 Yoga 21B5002AED - 13.3 Inch Touchscreen - Core I7-1255U - 16GB Ram - 512GB SSD - Intel Iris Xe,"$1,650.00","$1,685.00","Specifications: Processor: Intel® Core™ i7-1255U, 10C (2P+8E)/12T, 1.7/4.7GHz P-core, 1.2/3.5GHz E-core, 12MB cache.  Memory: 16GB DDR4-3200 RAM.  Storage: 512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® Opal 2.0.  Display: 13.3"" WUXGA (1920x1200) IPS 300nits w/ anti-glare/smudge, 100% sRGB, touchscreen.  Graphics: Integrated Intel® Iris® Xe Graphics.  Ports:...",-2%
Lenovo ThinkPad L14 G3 21C10081ED - 14 Inch - Core I7-1255U - 8GB Ram - 512GB SSD - Intel Iris Xe Graphics,"$1,189.00","$1,350.00","Specifications: Processor: Intel® Core™ i7-1255U, 10C (2P + 8E) / 12T, P-core 1.7 / 4.7GHz, E-core 1.2 / 3.5GHz, 12MB.  Memory: 8 GB DDR4-3200MHz.  Storage: 512 GB SSD M.2 2242 PCIe Gen4 TLC Opal.  Display: 14"" FHD (1920 x 1080), IPS, Anti-Glare, Non-Touch, 45%NTSC,...",-12%
Lenovo ThinkBook 16 G4 - 21CY0036ED - Core I7-1260P - 16GB Ram - 512GB SSD - RTX 2050 4GB,"$1,210.00","$1,250.00","Specifications: Processor: Intel® Core™ i7-1260P, 12C (4P + 8E) / 16T, P-core 2.1 / 4.7GHz, E-core 1.5 / 3.4GHz, 18MB.  Memory: 16GB Soldered LPDDR5-4800.  Storage: 512GB SSD M.2 2242 PCIe® 4.0x4 NVMe.  Display: 16"" WQXGA (2560x1600) IPS 350nits Anti-glare, 100% sRGB, 60Hz.  Graphics: NVIDIA®...",-3%
Lenovo ThinkBook 15 G4 21DJ003UED - 15.6 Inch - Core I5-1235U - 8GB Ram - 512GB SSD - MX550 2GB,$740.00,$785.00,"Specifications:  Processor: Intel Core i5-1235U (10C 2P+8E/12T, P/E cores 1.3/0.9GHz, 12MB).  Memory: 8GB DDR4-3200 soldered.  Storage: 512GB SSD M.2 2242 PCIe 4.0x4 NVMe.  Display: 15.6"" FHD (1920x1080; TN, 250nits, 45% NTSC).  Graphics: NVIDIA GeForce MX550 2GB GDDR6.  Ports: 1x USB 3.2 Gen 1,  1x...",-6%
Lenovo ThinkBook 15 G4 21DJ003NED - 15.6 Inch - Core I3-1215U - 8GB Ram - 256GB SSD - Integrated Intel UHD,$510.00,$560.00,"Specifications: Processor: Intel® Core™ i3-1215U, 6C (2P+4E) 8T, P-core 1.2/4.4GHz, E-core 0.9/3.3GHz, 10MB. Memory: 8GB soldered DDR4-3200. Storage: 256GB SSD M.2 2242 PCIe® 4.0x4 NVMe. Display: 15.6"" FHD (1920x1080) TN 250nits Anti-glare, 45% NTSC. Graphics: Integrated Intel® UHD. Ports: 1x USB 3.2 Gen 1,...",-9%
HP ProBook 455 G7 7JN03AV - 15.6 Inch - Ryzen 7 4700U - 8GB Ram - 1TB HDD - Radeon RX Vega 10,$640.00,$750.00,"Specifications: Processor: AMD Ryzen 7 4700U - 2.2 GHz Up to 3.8GHz.  Memory: 8GB RAM.  Storage: 1TB HDD.  Display: 15.6"" Full HD (1920x1080), Anti-glare coating, Brightness 250 nits, NTSC 45%.  Graphics: AMD Radeon Graphics.  Ports: 2 USB 3.1 Gen 1.  1 SuperSpeed USB Type-C® 10Gbps signaling...",-15%
MSI Summit E13 Flip Evo A13MT-234US - 13.4 Inch - Core I7-1360P - 32GB Ram - 1TB SSD - Intel Iris Xe - Includes Msi Pen,"$1,099.00","$1,200.00","Specifications: Processor: Core i7-1360P 2.2GHz.  Memory: 32GB RAM.  Storage: 1TB SSD.  Display: 13.4"" FHD (1920x1200) TOUCHSCREEN 120Hz.  Graphics: Intel Iris Xe.  Ports: 2x Type-C (USB / DP / Thunderbolt™ 4) with PD charging.  1x Type-A USB3.2 Gen1.  1x Micro SD Card Reader.  1x HDMI™ 2.1...",-8%
Microsoft Surface Laptop Studio - 14.4 Inch Touchscreen - Core I5-11300H - 16GB Ram - 256GB SSD - Intel Iris Xe,"$1,200.00","$1,600.00","Specifications: Processor: Intel Core i5-11300H, Total Cores 4 ; Total Threads 8 ; Max Turbo Frequency 4.40 GHz ; Cache 8 MB Intel® Smart Cache ; Bus Speed 4 GT/s.  Memory: 16GB LPDDR4x RAM.  Storage: 256GB SSD.  Display: Screen: 14.4-inch PixelSense™ Flow Display5 Refresh rate: up...",-25%
"Lenovo ThinkPad T14 G2 - 14"" Touchscreen - Ryzen 5 Pro 5650U - 16GB Ram - 256GB SSD - AMD Radeon Graphics",$650.00,"$1,200.00","Specifications: Processor:  AMD Ryzen™  5 PRO 5650U 1.9GHz.  Memory: 16GB RAM.  Storage: 256GB SSD M.2 2242 PCIe® 3.0x4 NVMe®.  Display: 14"" FHD (1920x1080) Touchscreen.  Graphics: AMD Radeon Integrated Graphics.  Ports: 1x USB 3.2 Gen 1.  1x USB 3.2 Gen 1 (Always On).  2x Thunderbolt...",-46%
Microsoft Surface Pro 3 - 12 Inch Touchscreen - Core I5-4300U - 8GB Ram - 256GB SSD - Intel HD Graphics (Used),$390.00,$400.00,"Specifications: Processor: Intel® Core™ i5-4300U Processor (3M Cache, up to 2.90 GHz).  Memory: 8GB RAM.  Storage: 256GB SSD.  Display: 12” (2160 x 1440) Touchscreen.  Graphics: Intel HD Graphics.  Ports: 1x USB-A 3.0.  1x Mini Display Port.  1x Headphone Jack.  OS: Windows 10 Pro.  Color: Silver. ",-3%
Microsoft Surface Pro 3 - 12 Inch Touchscreen - Core I5-4300U - 4GB Ram - 128GB SSD - Intel HD Graphics (Used),$290.00,$350.00,"Specifications: Processor: Intel® Core™ i5-4300U Processor (3M Cache, up to 2.90 GHz).  Memory: 4GB RAM.  Storage: 128GB SSD.  Display: 12” (2160 x 1440) Touchscreen.  Graphics: Intel HD Graphics.  Ports: 1x USB-A 3.0.  1x Mini Display Port.  1x Headphone Jack.  OS: Windows 10 Pro.  Color: Silver. ",-17%
Asus Zenbook UX393EA-XB77T Ultra Slim - 13.9 Inch Touch - Core I7-1165G7 - 16GB Ram - 1TB SSD - Intel Iris Xe,$999.00,"$1,280.00","Specifications: Processor: Intel Core i7-1165G7 2.8GHz.  Memory: 16 GB Ram.  Storage: 1TB SSD   .  Display: 13.9"" (3300x2200) TOUCHSCREEN.  Graphics: Intel Iris XE Graphics.  Ports: 2x Thunderbolt 3 USB-C.  1x USB-A 3.2.  HDMI.  MicroSD Reader.  OS: Windows 10 Pro.  Color: Jade Black  . ",-22%
"Dell XPS 9310 - 13.4"" Touchscreen - Core I7-1185G7 - 16GB Ram - 512GB SSD - Intel Iris Xe",$780.00,$850.00,"Specifications: Processor:  Core™ i7-1185G7 3.0GHz.  Memory: 16 GB, 4 x 4 GB, LPDDR4x, 4267 MHz, dual-channel Storage: 512GB SSD Display: 13.4"" FHD+ (1920x1200) TOUCHSCREEN Graphics: Intel Iris Xe Ports: 2 Thunderbolt™ 4 ports 1 headset (headphone and microphone combo) port OS: Windows 11.  Color:...",-8%
HP Envy 6X6S1U8R - 15.6 Inch - Core I7-11800H - 16GB Ram - 512GB SSD - RTX 3050Ti 4GB,$999.00,"$1,500.00","Specifications: Processor: Intel® Core™ i7-11800H (up to 4.6 GHz, 24 MB L3 cache, 8 cores, 16 threads).  Memory: 16 GB DDR4-3200 SDRAM (2 x 8 GB).  Storage: 512 GB PCIe® NVMe™ TLC M.2 SSD (4x4 SSD).  Display: 15.6"" diagonal FHD, IPS, anti-glare, micro-edge, WLED-backlit,...",-33%
Lenovo ThinkBook 13s G4 21AR002SED - 13.3 Inch - Core I7-1260P - 16GB Ram - 512GB SSD - Intel Iris Xe,"$1,180.00","$1,230.00","Specifications: Processor: Intel Core i7-1260P, 12C (4P + 8E) / 16T, P-core 2.1 /   4.7GHz, E-core 1.5 / 3.4GHz, 18MB    Memory: 16GB Soldered LPDDR5-4800    Storage: 512GB SSD M.2 2242 PCIe 4.0x4 NVMe    Display: 13.3"" WQXGA (2560x1600) Low power IPS 300nits   Anti-glare, 100% sRGB, Dolby Vision    Graphics:...",-4%
HP Envy X360 66B41UA - 13.3 Inch - Core I7-1250U - 8GB Ram - 512GB SSD - Intel Iris Xe,$950.00,"$1,070.00","Specifications: Processor: Intel® Core™ i7-1250U (up to 4.7 GHz, 12 MB L3 cache, 10   cores, 12 threads).  Memory: 8 GB (Onboard)   .  Storage: 512 GB PCIe® NVMe™ M.2 SSD   .  Display: 13.3"" diagonal, WUXGA (1920 x 1200),   multitouch-enabled, IPS, edge-to-edge glass, micro-edge, 400 nits  .  Graphics:...",-11%
Lenovo Thinkpad X1 Yoga G7 21CDCTO1WW - 14 Inch Touchscreen - Core I7-1260P - 16GB Ram - 512GB SSD - Intel Iris Xe Graphics - Lenovo Integrated Pen,"$1,499.00","$2,300.00","Specifications: Processor: Intel Core i7-1260P.  Memory: 16GB RAM.  Storage: 512GB SSD.  Display: 14"" (1920 x 1080) touchscreen.  Graphics: Intel Iris Xe.  Ports: 2 x USB-C Thunderbolt™ 4.  2 x USB-A 3.2 Gen 1.  headphone/mic combo.  HDMI 2.0b.  integrated pen slot.  O/S: Windows 10 Pro. ...",-35%
